"sites" "variable" "age" "mean" "lenghth" "se"
"1036" "KLOT" "Corylus" 2250 65.4698272742506 7 12.7889634855783
"1037" "MNIVA" "Corylus" 2250 76.8984230295875 3 23.6354379458724
"1038" "PRASILSKE" "Corylus" 2250 448.179084487118 7 51.275342518236
"1039" "RIBNO" "Corylus" 2250 49.5854873256268 3 19.4654939789474
"1040" "ROUGE" "Corylus" 2250 695.102742400904 11 110.769092703999
"1041" "SAEGIST" "Corylus" 2250 123.930679236866 6 16.2040110664525
"1042" "SHABLA" "Corylus" 2250 94.4362435821055 2 48.1810911215605
"1043" "SUMINKO" "Corylus" 2250 1141.78609614708 7 111.731506413241
"1044" "SUOVAL" "Corylus" 2250 0 2 0
"1045" "TOSACJQS" "Corylus" 2250 0 8 0
"1046" "TSOULACC" "Corylus" 2250 1.51055475 8 0.830695318616552
"1047" "VOULK" "Corylus" 2250 18.4355807973101 17 3.08622883908642
"1048" "ABBO" "Cyperaceae" 2250 45.4999388141449 6 5.11269020021224
"1049" "AKUV" "Cyperaceae" 2250 78.892343677628 2 53.045129432941
"1050" "ARKUT2" "Cyperaceae" 2250 4.32849359229728 4 4.32849359229728
"1051" "BACHALP" "Cyperaceae" 2250 188.055291183424 4 78.1913634616403
"1052" "BRUN" "Cyperaceae" 2250 31.5452105958259 1 0
"1053" "HOLT" "Cyperaceae" 2250 18.7401957831159 5 7.22113248523189
"1054" "KLOT" "Cyperaceae" 2250 15.0916681912037 7 3.21913739806241
"1055" "MNIVA" "Cyperaceae" 2250 15.499610227881 3 9.89530300121649
"1056" "PRASILSKE" "Cyperaceae" 2250 25.3795236843672 7 5.82880361708554
"1057" "RIBNO" "Cyperaceae" 2250 5.52003246371604 3 2.85452809746741
"1058" "ROUGE" "Cyperaceae" 2250 572.539068715627 11 65.9681972705656
"1059" "SAEGIST" "Cyperaceae" 2250 52.2485920391174 6 10.9447713571097
"1060" "SHABLA" "Cyperaceae" 2250 7.92318526131475 2 7.92318526131475
"1061" "SUMINKO" "Cyperaceae" 2250 157.89886044344 7 19.1659952409332
"1062" "SUOVAL" "Cyperaceae" 2250 17.8862695521153 2 1.8905350813075
"1063" "TOSACJQS" "Cyperaceae" 2250 27.8668822375 8 3.50356470650744
"1064" "TSOULACC" "Cyperaceae" 2250 19.37097625 8 4.11581961608713
"1065" "VOULK" "Cyperaceae" 2250 29.2164201522008 17 5.61856841409768
"1066" "ABBO" "Fagus" 2250 2.80785704035969 6 1.95943223780914
"1067" "ARKUT2" "Fagus" 2250 130.66747821958 4 46.723984324624
"1068" "BACHALP" "Fagus" 2250 371.169610389355 4 113.156091550132
"1069" "HOLT" "Fagus" 2250 8.2152200848647 5 4.02653235422189
"1070" "KLOT" "Fagus" 2250 0 7 0
"1071" "MNIVA" "Fagus" 2250 1014.44122063873 3 516.136663296454
"1072" "PRASILSKE" "Fagus" 2250 1576.67264044276 7 157.347583830659
"1073" "RIBNO" "Fagus" 2250 241.852432094032 3 24.9614437845705
"1074" "ROUGE" "Fagus" 2250 10.8860549496017 11 4.96562283103825
"1075" "SAEGIST" "Fagus" 2250 274.922365541646 6 30.8110605401491
"1076" "SHABLA" "Fagus" 2250 73.0283460659032 2 45.8194328538179
"1077" "SUMINKO" "Fagus" 2250 157.330722691499 7 33.4706866273228
"1078" "TOSACJQS" "Fagus" 2250 0 8 0
"1079" "TSOULACC" "Fagus" 2250 0 8 0
"1080" "VOULK" "Fagus" 2250 15.7850132307767 17 2.23531187254698
"1081" "ABBO" "Fraxinus" 2250 2.71559510358008 6 1.2175000951247
"1082" "ARKUT2" "Fraxinus" 2250 153.39786431743 4 77.0148300650039
"1083" "BACHALP" "Fraxinus" 2250 4.45175777162561 4 2.60649288224755
"1084" "HOLT" "Fraxinus" 2250 8.61399476334194 5 4.80153222815244
"1085" "KLOT" "Fraxinus" 2250 6.76832421087728 7 2.16482615775981
"1086" "MNIVA" "Fraxinus" 2250 4.1974564926372 3 4.1974564926372
"1087" "PRASILSKE" "Fraxinus" 2250 34.5171132462639 7 6.12441956604089
"1088" "RIBNO" "Fraxinus" 2250 2.33944477177417 3 2.33944477177417
"1089" "ROUGE" "Fraxinus" 2250 146.366929831352 11 32.040595266991
"1090" "SAEGIST" "Fraxinus" 2250 4.08912523803098 6 2.64736198852629
"1091" "SHABLA" "Fraxinus" 2250 7.92318526131475 2 7.92318526131475
"1092" "SUMINKO" "Fraxinus" 2250 124.74963140985 7 18.4894479037776
"1093" "TOSACJQS" "Fraxinus" 2250 0 8 0
"1094" "TSOULACC" "Fraxinus" 2250 0 8 0
"1095" "VOULK" "Fraxinus" 2250 10.2513780644742 17 1.62504804273668
"1096" "ABBO" "Juniperus" 2250 43.0110626812213 6 4.40532954057666
"1097" "ARKUT2" "Juniperus" 2250 31.0648935546302 4 31.0648935546302
"1098" "BACHALP" "Juniperus" 2250 15.7293080054274 4 15.7293080054274
"1099" "HOLT" "Juniperus" 2250 18.9641519862938 5 8.93762051015348
"1100" "KLOT" "Juniperus" 2250 13.7860005920569 7 4.06907356215405
"1101" "MNIVA" "Juniperus" 2250 0 3 0
"1102" "PRASILSKE" "Juniperus" 2250 3.02172298215419 7 3.02172298215419
"1103" "RIBNO" "Juniperus" 2250 34.3397077973562 3 11.3517852218198
"1104" "ROUGE" "Juniperus" 2250 14.5596416651782 11 7.12585315738146
"1105" "SAEGIST" "Juniperus" 2250 42.5918832027454 6 6.61044531266821
"1106" "SHABLA" "Juniperus" 2250 0 2 0
"1107" "SUMINKO" "Juniperus" 2250 0 7 0
"1108" "TOSACJQS" "Juniperus" 2250 10.737023875 8 2.10005060639545
"1109" "TSOULACC" "Juniperus" 2250 16.3576325 8 5.44189963502668
"1110" "VOULK" "Juniperus" 2250 2.02657685626601 17 0.563493008536014
"1111" "ABBO" "Picea" 2250 1015.99865307605 6 138.240816506096
"1112" "AKUV" "Picea" 2250 14.350296577601 2 0.00926689166954997
"1113" "ARKUT2" "Picea" 2250 8.37722550707469 4 5.85839475828937
"1114" "BACHALP" "Picea" 2250 1418.84841305962 4 190.139644729718
"1115" "BRUN" "Picea" 2250 8.76255849884054 1 0
"1116" "HOLT" "Picea" 2250 531.088875334032 5 166.054316373079
"1117" "KLOT" "Picea" 2250 1101.84086099454 7 163.424099123956
"1118" "MNIVA" "Picea" 2250 696.337254178374 3 185.179675569884
"1119" "PRASILSKE" "Picea" 2250 1329.28204861266 7 137.518181871989
"1120" "RIBNO" "Picea" 2250 221.565628002407 3 28.2811325580087
"1121" "ROUGE" "Picea" 2250 1942.24311194298 11 218.169946497916
"1122" "SAEGIST" "Picea" 2250 917.811319662484 6 119.728891507584
"1123" "SHABLA" "Picea" 2250 3.96159263065738 2 3.96159263065738
"1124" "SUMINKO" "Picea" 2250 28.6590155865445 7 14.1314862825999
"1125" "SUOVAL" "Picea" 2250 12.315404972386 2 1.01437375328725
"1126" "TOSACJQS" "Picea" 2250 7.265457875 8 0.64059673630099
"1127" "TSOULACC" "Picea" 2250 18.166425 8 2.09694941192898
"1128" "VOULK" "Picea" 2250 0 17 0
"1129" "ABBO" "Pinus" 2250 2638.24661525091 6 164.293456668289
"1130" "AKUV" "Pinus" 2250 1503.81470565922 2 148.27191416008
"1131" "ARKUT2" "Pinus" 2250 136.710184442531 4 79.2596593835229
"1132" "BACHALP" "Pinus" 2250 169.086069869962 4 35.5349836046188
"1133" "BRUN" "Pinus" 2250 187.518751875187 1 0
"1134" "HOLT" "Pinus" 2250 4493.65505752545 5 302.230491410689
"1135" "KLOT" "Pinus" 2250 2751.93273655876 7 163.187661643367
"1136" "MNIVA" "Pinus" 2250 793.976777692196 3 199.184227953549
"1137" "PRASILSKE" "Pinus" 2250 1119.10917557188 7 159.322574286469
"1138" "RIBNO" "Pinus" 2250 1116.13436224846 3 38.6148326179578
"1139" "ROUGE" "Pinus" 2250 6337.00512874892 11 639.682037132823
"1140" "SAEGIST" "Pinus" 2250 68.6847967829878 6 20.0879372949513
"1141" "SHABLA" "Pinus" 2250 57.1819755432738 2 29.9730623311885
"1142" "SUMINKO" "Pinus" 2250 18252.2053732206 7 1762.48245019817
"1143" "SUOVAL" "Pinus" 2250 851.796398108877 2 94.6649664906425
"1144" "TOSACJQS" "Pinus" 2250 200.9809125 8 10.7041965028648
"1145" "TSOULACC" "Pinus" 2250 314.9995875 8 17.194437268348
"1146" "VOULK" "Pinus" 2250 106.555422387968 17 7.14528148074293
"1147" "ABBO" "Poaceae" 2250 28.315933177654 6 5.87640980539257
"1148" "AKUV" "Poaceae" 2250 22.9678880374973 2 11.4950642887521
"1149" "ARKUT2" "Poaceae" 2250 777.887726038182 4 303.180798349072
"1150" "BACHALP" "Poaceae" 2250 571.128103479469 4 270.083682777559
"1151" "BRUN" "Poaceae" 2250 19.2776286974492 1 0
"1152" "HOLT" "Poaceae" 2250 42.6275878385385 5 11.1924303355483
"1153" "KLOT" "Poaceae" 2250 13.3578484734767 7 4.10361258179361
"1154" "MNIVA" "Poaceae" 2250 60.299355244572 3 29.4391577043723
"1155" "PRASILSKE" "Poaceae" 2250 275.110762936937 7 42.7351953578921
"1156" "RIBNO" "Poaceae" 2250 117.531987069623 3 12.2862421167166
"1157" "ROUGE" "Poaceae" 2250 1023.80851895856 11 114.258372288245
"1158" "SAEGIST" "Poaceae" 2250 822.488978553475 6 53.4489178303064
"1159" "SHABLA" "Poaceae" 2250 444.89581814518 2 363.269078508925
"1160" "SUMINKO" "Poaceae" 2250 955.450068987519 7 145.226525101863
"1161" "SUOVAL" "Poaceae" 2250 5.49121354990931 2 0.159302059640055
"1162" "TOSACJQS" "Poaceae" 2250 5.4877105 8 1.34897509848206
"1163" "TSOULACC" "Poaceae" 2250 13.638804125 8 1.71488079802261
"1164" "VOULK" "Poaceae" 2250 178.331765843731 17 18.6410605479967
"1165" "ABBO" "Quercus" 2250 12.2272793657862 6 2.77571782900672
"1166" "AKUV" "Quercus" 2250 0 2 0
"1167" "ARKUT2" "Quercus" 2250 2346.66532568277 4 748.401001003127
"1168" "BACHALP" "Quercus" 2250 52.0161203310465 4 14.1131156877533
"1169" "BRUN" "Quercus" 2250 0 1 0
"1170" "HOLT" "Quercus" 2250 137.932661869149 5 18.3521872141679
"1171" "KLOT" "Quercus" 2250 47.8867923476462 7 8.69133093152488
"1172" "MNIVA" "Quercus" 2250 201.803287537252 3 102.540649145339
"1173" "PRASILSKE" "Quercus" 2250 460.769452336241 7 66.5253520226585
"1174" "RIBNO" "Quercus" 2250 128.864263055236 3 7.13563122249385
"1175" "ROUGE" "Quercus" 2250 717.430472372211 11 77.3369434751262
"1176" "SAEGIST" "Quercus" 2250 24.3064186338344 6 7.36142863684104
"1177" "SHABLA" "Quercus" 2250 337.29083756376 2 209.408945466958
"1178" "SUMINKO" "Quercus" 2250 3108.93394872353 7 441.028830179827
"1179" "SUOVAL" "Quercus" 2250 0 2 0
"1180" "TOSACJQS" "Quercus" 2250 0 8 0
"1181" "TSOULACC" "Quercus" 2250 0 8 0
"1182" "VOULK" "Quercus" 2250 1367.57444056901 17 132.478497680845
"1183" "ABBO" "Tilia" 2250 0.869392026677155 6 0.869392026677155
"1184" "AKUV" "Tilia" 2250 1.43410296859315 2 1.43410296859315
"1185" "ARKUT2" "Tilia" 2250 12.0852301148493 4 9.42314013284042
"1186" "BACHALP" "Tilia" 2250 11.394740471618 4 7.18985797797129
"1187" "BRUN" "Tilia" 2250 0 1 0
"1188" "HOLT" "Tilia" 2250 23.4516697479695 5 7.25057834163207
"1189" "KLOT" "Tilia" 2250 41.9461840361792 7 8.0766303609484
"1190" "MNIVA" "Tilia" 2250 4.1974564926372 3 4.1974564926372
"1191" "PRASILSKE" "Tilia" 2250 39.839969098708 7 6.53479490989858
"1192" "RIBNO" "Tilia" 2250 11.3753555039686 3 3.3229048870866
"1193" "ROUGE" "Tilia" 2250 245.625149900221 11 22.0601169645025
"1194" "SAEGIST" "Tilia" 2250 1.92890064726535 6 1.92890064726535
"1195" "SHABLA" "Tilia" 2250 27.7311484146016 2 27.7311484146016
"1196" "SUMINKO" "Tilia" 2250 158.494679213901 7 33.5762218368727
"1197" "SUOVAL" "Tilia" 2250 0 2 0
"1198" "TOSACJQS" "Tilia" 2250 0.12686075 8 0.12686075
"1199" "TSOULACC" "Tilia" 2250 0 8 0
"1200" "VOULK" "Tilia" 2250 2.01956295137396 17 0.642604975763324
"1201" "ABBO" "total_concetration" 2750 5873.01413914976 8 401.696625217708
"1202" "AKUV" "total_concetration" 2750 2078.78090856814 1 0
"1203" "ARKUT2" "total_concetration" 2750 5333.04618675339 5 797.574928729228
"1204" "BACHALP" "total_concetration" 2750 2252.26313607003 2 690.529248336139
"1205" "BRUN" "total_concetration" 2750 804.273734731252 2 112.096372030314
"1206" "HOLT" "total_concetration" 2750 9194.08811252628 6 487.351902683752
"1207" "KLOT" "total_concetration" 2750 6326.6249731455 10 337.496084145636
"1208" "MNIVA" "total_concetration" 2750 3578.2905477764 3 887.010872307008
"1209" "PRASILSKE" "total_concetration" 2750 6573.88276761102 5 655.915137350709
"1210" "RIBNO" "total_concetration" 2750 2856.6242306421 3 519.887951817497
"1211" "ROUGE" "total_concetration" 2750 23159.1887929275 10 2154.07949770205
"1212" "SAEGIST" "total_concetration" 2750 2560.79694141673 5 221.247982659588
"1213" "SHABLA" "total_concetration" 2750 1028.02372001053 2 74.1448329401556
"1214" "SUMINKO" "total_concetration" 2750 22753.0159069755 5 4278.03524016869
"1215" "SUOVAL" "total_concetration" 2750 832.700582131106 1 0
"1216" "TOSACJQS" "total_concetration" 2750 346.0848776125 8 17.26717821266
"1217" "TSOULACC" "total_concetration" 2750 903.5736816 10 33.6994712275669
"1218" "VOULK" "total_concetration" 2750 2720.93847932461 19 433.846097089021
"1219" "ARKUT2" "Abies" 2750 8.3440505565777 5 8.3440505565777
"1220" "BACHALP" "Abies" 2750 295.772619351234 2 51.056483096636
"1221" "MNIVA" "Abies" 2750 776.828778559097 3 128.212043578758
"1222" "PRASILSKE" "Abies" 2750 929.869345060465 5 94.3099180534962
"1223" "RIBNO" "Abies" 2750 554.8675907586 3 169.286748025788
"1224" "SAEGIST" "Abies" 2750 389.163619232137 5 31.2312428300738
"1225" "SHABLA" "Abies" 2750 2.62054639305049 2 2.62054639305049
"1226" "SUMINKO" "Abies" 2750 4.40485925925926 5 4.40485925925926
"1227" "TOSACJQS" "Abies" 2750 0 8 0
"1228" "TSOULACC" "Abies" 2750 0 10 0
"1229" "VOULK" "Abies" 2750 29.597746169258 19 4.37009339964057
"1230" "ABBO" "Alnus" 2750 201.206321698223 8 12.6387637919096
"1231" "AKUV" "Alnus" 2750 8.62564692351926 1 0
"1232" "ARKUT2" "Alnus" 2750 83.1768858011508 5 25.7907852882599
"1233" "BACHALP" "Alnus" 2750 232.25426333891 2 156.614730314762
"1234" "BRUN" "Alnus" 2750 35.8060024930689 2 2.746785170039
"1235" "HOLT" "Alnus" 2750 447.380378411603 6 29.8326236276724
"1236" "KLOT" "Alnus" 2750 424.070711150295 10 45.9914398884141
"1237" "MNIVA" "Alnus" 2750 260.614880806441 3 90.4753159541233
"1238" "PRASILSKE" "Alnus" 2750 714.817137109478 5 120.998136850141
"1239" "RIBNO" "Alnus" 2750 41.4776559799995 3 21.5488378075786
"1240" "ROUGE" "Alnus" 2750 4017.17828352125 10 395.488047702186
"1241" "SAEGIST" "Alnus" 2750 356.475015069597 5 61.343533164072
"1242" "SHABLA" "Alnus" 2750 110.753569465383 2 9.7915646149385
"1243" "SUMINKO" "Alnus" 2750 3311.35741429671 5 345.789563611131
"1244" "SUOVAL" "Alnus" 2750 7.59301442672741 1 0
"1245" "TOSACJQS" "Alnus" 2750 1.5328514 8 0.452006286569871
"1246" "TSOULACC" "Alnus" 2750 4.3765278 10 0.878164576410972
"1247" "VOULK" "Alnus" 2750 34.3725962019342 19 8.12152603062894
"1248" "ABBO" "Betula" 2750 2249.40109916748 8 160.645253599803
"1249" "AKUV" "Betula" 2750 710.178263369753 1 0
"1250" "ARKUT2" "Betula" 2750 122.359610503407 5 79.4209523202393
"1251" "BACHALP" "Betula" 2750 86.1123603915815 2 50.5172860272764
"1252" "BRUN" "Betula" 2750 367.09052465674 2 30.299748178373
"1253" "HOLT" "Betula" 2750 3158.93847520604 6 190.310418827948
"1254" "KLOT" "Betula" 2750 2705.89899730411 10 114.046820130006
"1255" "MNIVA" "Betula" 2750 378.017523525155 3 149.56466609598
"1256" "PRASILSKE" "Betula" 2750 546.424303617021 5 128.581829415516
"1257" "RIBNO" "Betula" 2750 89.5188030582578 3 36.6111092287631
"1258" "ROUGE" "Betula" 2750 9973.6884934886 10 1175.03507243928
"1259" "SAEGIST" "Betula" 2750 63.2530895269027 5 15.6050321593265
"1260" "SHABLA" "Betula" 2750 46.6873537159619 2 21.4468525033507
"1261" "SUMINKO" "Betula" 2750 5870.87039390288 5 1377.22643678092
"1262" "SUOVAL" "Betula" 2750 283.472538597823 1 0
"1263" "TOSACJQS" "Betula" 2750 117.56048875 8 13.0689182112047
"1264" "TSOULACC" "Betula" 2750 314.0583 10 31.0712215156548
"1265" "VOULK" "Betula" 2750 11.7448831548968 19 2.9800062314791
"1266" "ABBO" "Carpinus" 2750 1.30237674730038 8 0.857320530450056
"1267" "ARKUT2" "Carpinus" 2750 1182.35274090129 5 398.389316422244
"1268" "HOLT" "Carpinus" 2750 3.31274209921475 6 2.13641889873912
"1269" "KLOT" "Carpinus" 2750 3.35791087828943 10 1.49966333698415
"1270" "MNIVA" "Carpinus" 2750 15.7259602822062 3 7.09019302185507
"1271" "PRASILSKE" "Carpinus" 2750 61.0184827281343 5 14.2433706201215
"1272" "RIBNO" "Carpinus" 2750 109.133807331074 3 57.9350176756603
"1273" "ROUGE" "Carpinus" 2750 45.1551069458556 10 13.2944376643087
"1274" "SHABLA" "Carpinus" 2750 179.578396641959 2 22.34561305893
"1275" "SUMINKO" "Carpinus" 2750 738.847444235076 5 152.02832591088
"1276" "TOSACJQS" "Carpinus" 2750 0 8 0
"1277" "TSOULACC" "Carpinus" 2750 0.1993623 10 0.1993623
"1278" "VOULK" "Carpinus" 2750 250.609646807164 19 52.4928757914414
"1279" "ABBO" "Corylus" 2750 17.8450621908424 8 2.15491478271732
"1280" "AKUV" "Corylus" 2750 2.87521564117309 1 0
"1281" "ARKUT2" "Corylus" 2750 291.869013769567 5 205.157283283945
"1282" "BACHALP" "Corylus" 2750 143.532982463975 2 45.6465279621359
"1283" "BRUN" "Corylus" 2750 0 2 0
"1284" "HOLT" "Corylus" 2750 172.540246155273 6 37.2104457414339
"1285" "KLOT" "Corylus" 2750 100.928936825548 10 8.04180537801098
"1286" "MNIVA" "Corylus" 2750 54.1792165838781 3 23.0827130135832
"1287" "PRASILSKE" "Corylus" 2750 476.756797050962 5 16.6599968693192
"1288" "RIBNO" "Corylus" 2750 84.1362376503487 3 32.9472048407551
"1289" "ROUGE" "Corylus" 2750 627.526327764345 10 76.721969280231
"1290" "SAEGIST" "Corylus" 2750 196.761709392877 5 17.3162550783701
"1291" "SHABLA" "Corylus" 2750 102.961310152337 2 40.0681967191257
"1292" "SUMINKO" "Corylus" 2750 1507.84965362155 5 449.668868036176
"1293" "SUOVAL" "Corylus" 2750 0 1 0
"1294" "TOSACJQS" "Corylus" 2750 0.0815368625 8 0.0815368625
"1295" "TSOULACC" "Corylus" 2750 2.3616803 10 0.818804845684748
"1296" "VOULK" "Corylus" 2750 41.8970827272052 19 9.9324383397723
"1297" "ABBO" "Cyperaceae" 2750 38.1317207745767 8 3.75020863359449
"1298" "AKUV" "Cyperaceae" 2750 43.1282346175963 1 0
"1299" "ARKUT2" "Cyperaceae" 2750 21.4269912669736 5 21.4269912669736
"1300" "BACHALP" "Cyperaceae" 2750 121.515320588094 2 16.415592573588
"1301" "BRUN" "Cyperaceae" 2750 44.1193980889086 2 15.1925829312575
"1302" "HOLT" "Cyperaceae" 2750 23.525113092911 6 6.1889455254176
"1303" "KLOT" "Cyperaceae" 2750 17.5698318671351 10 3.72003642180687
"1304" "MNIVA" "Cyperaceae" 2750 40.4342535844311 3 10.5582299763362
"1305" "PRASILSKE" "Cyperaceae" 2750 33.1421057204737 5 13.0103320976004
"1306" "RIBNO" "Cyperaceae" 2750 3.95004798576813 3 3.95004798576813
"1307" "ROUGE" "Cyperaceae" 2750 442.024484927585 10 43.7179491778863
"1308" "SAEGIST" "Cyperaceae" 2750 90.660370884274 5 18.3044708879243
"1309" "SHABLA" "Cyperaceae" 2750 2.62054639305049 2 2.62054639305049
"1310" "SUMINKO" "Cyperaceae" 2750 82.0724023109152 5 23.6945874245895
"1311" "SUOVAL" "Cyperaceae" 2750 25.3100480890914 1 0
"1312" "TOSACJQS" "Cyperaceae" 2750 17.708381625 8 2.65727684825478
"1313" "TSOULACC" "Cyperaceae" 2750 31.932484 10 3.76852043811131
"1314" "VOULK" "Cyperaceae" 2750 93.7556194214335 19 11.615433830079
"1315" "ABBO" "Fagus" 2750 0.56848170122512 8 0.56848170122512
"1316" "ARKUT2" "Fagus" 2750 211.426938063198 5 100.733004922578
"1317" "BACHALP" "Fagus" 2750 227.036422372202 2 35.7128976640625
"1318" "HOLT" "Fagus" 2750 3.72347509423308 6 1.72572783061565
"1319" "KLOT" "Fagus" 2750 0.896724283934867 10 0.598288904073433
"1320" "MNIVA" "Fagus" 2750 765.3815339699 3 165.432053362708
"1321" "PRASILSKE" "Fagus" 2750 1561.60697359259 5 185.300830573233
"1322" "RIBNO" "Fagus" 2750 283.531837524956 3 57.1125026014422
"1323" "ROUGE" "Fagus" 2750 8.62904367345773 10 4.69233240807241
"1324" "SAEGIST" "Fagus" 2750 289.555938010408 5 45.4293703693928
"1325" "SHABLA" "Fagus" 2750 124.96002388074 2 9.65598258651901
"1326" "SUMINKO" "Fagus" 2750 116.367802501797 5 37.4586502662615
"1327" "TOSACJQS" "Fagus" 2750 0 8 0
"1328" "TSOULACC" "Fagus" 2750 0 10 0
"1329" "VOULK" "Fagus" 2750 23.5390731433793 19 5.05129370541521
"1330" "ABBO" "Fraxinus" 2750 6.68348791701945 8 3.25359026209125
"1331" "ARKUT2" "Fraxinus" 2750 220.482200656669 5 46.7534428535333
"1332" "BACHALP" "Fraxinus" 2750 5.2549864007253 2 5.2549864007253
"1333" "HOLT" "Fraxinus" 2750 22.0317337620149 6 7.34142539658842
"1334" "KLOT" "Fraxinus" 2750 6.28186917484488 10 1.60493118320014
"1335" "MNIVA" "Fraxinus" 2750 2.80167984631193 3 2.80167984631193
"1336" "PRASILSKE" "Fraxinus" 2750 47.0187897896005 5 12.0676370771447
"1337" "RIBNO" "Fraxinus" 2750 12.927087464773 3 3.09709050921244
"1338" "ROUGE" "Fraxinus" 2750 140.988075103888 10 17.8844699665674
"1339" "SAEGIST" "Fraxinus" 2750 14.4076284990102 5 10.2816162418986
"1340" "SHABLA" "Fraxinus" 2750 21.5162323694561 2 4.6892315610487
"1341" "SUMINKO" "Fraxinus" 2750 124.449710580063 5 39.7584932995694
"1342" "TOSACJQS" "Fraxinus" 2750 0 8 0
"1343" "TSOULACC" "Fraxinus" 2750 0 10 0
"1344" "VOULK" "Fraxinus" 2750 40.8316056724318 19 9.03336204158954
"1345" "ABBO" "Juniperus" 2750 48.6018662905293 8 7.55566611118703
"1346" "ARKUT2" "Juniperus" 2750 0 5 0
"1347" "BACHALP" "Juniperus" 2750 8.8987685910763 2 8.8987685910763
"1348" "HOLT" "Juniperus" 2750 35.3101522485831 6 10.3677410608643
"1349" "KLOT" "Juniperus" 2750 20.7035428209465 10 3.25796163058926
"1350" "MNIVA" "Juniperus" 2750 0 3 0
"1351" "PRASILSKE" "Juniperus" 2750 7.74615939197708 5 3.27854737682721
"1352" "RIBNO" "Juniperus" 2750 49.3777519515357 3 19.6550505819471
"1353" "ROUGE" "Juniperus" 2750 8.51876428712759 10 4.66166143355767
"1354" "SAEGIST" "Juniperus" 2750 37.0304449599355 5 14.6215789837847
"1355" "SHABLA" "Juniperus" 2750 0 2 0
"1356" "SUMINKO" "Juniperus" 2750 2.664229390681 5 2.664229390681
"1357" "TOSACJQS" "Juniperus" 2750 9.671856625 8 2.22516935212091
"1358" "TSOULACC" "Juniperus" 2750 34.5228659 10 9.7032212403716
"1359" "VOULK" "Juniperus" 2750 6.42521387941284 19 3.16575366187921
"1360" "ABBO" "Picea" 2750 276.803496336291 8 52.6843660888542
"1361" "AKUV" "Picea" 2750 14.3760782058654 1 0
"1362" "ARKUT2" "Picea" 2750 0 5 0
"1363" "BACHALP" "Picea" 2750 1001.31635465928 2 249.370408713337
"1364" "BRUN" "Picea" 2750 10.5132992515548 2 4.3146960034867
"1365" "HOLT" "Picea" 2750 38.2720385554986 6 13.1787026664076
"1366" "KLOT" "Picea" 2750 207.7956713004 10 75.1569755679585
"1367" "MNIVA" "Picea" 2750 774.903930050236 3 157.169434064369
"1368" "PRASILSKE" "Picea" 2750 1428.73205261631 5 197.868788897507
"1369" "RIBNO" "Picea" 2750 244.361595613388 3 21.4900397997787
"1370" "ROUGE" "Picea" 2750 2937.07987049131 10 184.239023755995
"1371" "SAEGIST" "Picea" 2750 1049.76462415879 5 103.01768771118
"1372" "SHABLA" "Picea" 2750 9.44784298820281 2 1.03434258399909
"1373" "SUMINKO" "Picea" 2750 41.2108876853643 5 19.099518534297
"1374" "SUOVAL" "Picea" 2750 5.06200961781827 1 0
"1375" "TOSACJQS" "Picea" 2750 5.680811625 8 0.455307425816571
"1376" "TSOULACC" "Picea" 2750 30.693743 10 2.81047012179696
"1377" "VOULK" "Picea" 2750 0.276144121382757 19 0.276144121382757
"1378" "ABBO" "Pinus" 2750 3055.22975132905 8 244.376982645549
"1379" "AKUV" "Pinus" 2750 1342.72570442783 1 0
"1380" "ARKUT2" "Pinus" 2750 156.410070685899 5 56.1600640118452
"1381" "BACHALP" "Pinus" 2750 222.971266412249 2 102.837890432719
"1382" "BRUN" "Pinus" 2750 389.830807788544 2 75.76824321976
"1383" "HOLT" "Pinus" 2750 5084.29509609061 6 440.064377879816
"1384" "KLOT" "Pinus" 2750 2766.77094232749 10 223.968845353083
"1385" "MNIVA" "Pinus" 2750 402.128476196654 3 173.385067708254
"1386" "PRASILSKE" "Pinus" 2750 587.852830067383 5 135.997562727937
"1387" "RIBNO" "Pinus" 2750 1214.31671695677 3 115.446796404669
"1388" "ROUGE" "Pinus" 2750 4611.8966514121 10 503.646456754555
"1389" "SAEGIST" "Pinus" 2750 99.00360052673 5 52.3507535501513
"1390" "SHABLA" "Pinus" 2750 51.9978263681682 2 15.3101768654615
"1391" "SUMINKO" "Pinus" 2750 7946.0479593288 5 1416.16439091429
"1392" "SUOVAL" "Pinus" 2750 536.573019488737 1 0
"1393" "TOSACJQS" "Pinus" 2750 211.4779875 8 7.27162320812008
"1394" "TSOULACC" "Pinus" 2750 517.16184 10 33.6697994512596
"1395" "VOULK" "Pinus" 2750 350.604416038472 19 40.1705932464347
"1396" "ABBO" "Poaceae" 2750 30.7390278991232 8 5.50524007227772
"1397" "AKUV" "Poaceae" 2750 20.1265094882116 1 0
"1398" "ARKUT2" "Poaceae" 2750 1204.27065201048 5 386.800625792308
"1399" "BACHALP" "Poaceae" 2750 456.681765227758 2 131.876711653475
"1400" "BRUN" "Poaceae" 2750 14.196002432774 2 2.33360622874085
"1401" "HOLT" "Poaceae" 2750 32.1456613129024 6 6.04050992388003
"1402" "KLOT" "Poaceae" 2750 9.48723714819322 10 2.10719515190425
"1403" "MNIVA" "Poaceae" 2750 83.4096146615818 3 32.2712837291298
"1404" "PRASILSKE" "Poaceae" 2750 249.228888412878 5 33.497870478523
"1405" "RIBNO" "Poaceae" 2750 245.783303089289 3 51.5294782011345
