"taxon" "map" "trap" "dist"
"6235" "Picea" "nearestPicea_abies_EUFORGEN" "CH/WVDK/G08" 0
"6236" "Picea" "nearestPicea_abies_EUFORGEN" "CH/WVDK/G07-b" 0
"6237" "Picea" "nearestPicea_abies_EUFORGEN" "CH/WVDK/G07-a" 0
"6238" "Picea" "nearestPicea_abies_EUFORGEN" "CH/WVDK/G07" 0
"6239" "Picea" "nearestPicea_abies_EUFORGEN" "CH/WVDK/G06b" 0
"6240" "Picea" "nearestPicea_abies_EUFORGEN" "CH/WVDK/G06" 0
"6241" "Picea" "nearestPicea_abies_EUFORGEN" "CH/WVDK/G01" 0
"6242" "Picea" "nearestPicea_abies_EUFORGEN" "CH/WVDK/A5" 0
"6243" "Picea" "nearestPicea_abies_EUFORGEN" "CH/WVDK/A4" 0
"6244" "Picea" "nearestPicea_abies_EUFORGEN" "CH/WVDK/A3" 0
"6245" "Picea" "nearestPicea_abies_EUFORGEN" "CH/WVDK/A2" 0
"6246" "Picea" "nearestPicea_abies_EUFORGEN" "CH/WVDK/A1" 0
"6247" "Picea" "nearestPicea_abies_EUFORGEN" "CH/WVDK/A0" 0
"6248" "Picea" "nearestPicea_abies_EUFORGEN" "BUL/MF/16" 224828
"6249" "Picea" "nearestPicea_abies_EUFORGEN" "BUL/MF/12" 142017
"6250" "Picea" "nearestPicea_abies_EUFORGEN" "BUL/MF/11" 137845
"6251" "Picea" "nearestPicea_abies_EUFORGEN" "BUL/MF/05" 216297
"6252" "Picea" "nearestPicea_abies_EUFORGEN" "BUL/MF/04" 263013
"6253" "Picea" "nearestPicea_abies_EUFORGEN" "BUL/MF/03" 253173
"6254" "Picea" "nearestPicea_abies_EUFORGEN" "BUL/MF/02" 273853
"6255" "Picea" "nearestPicea_abies_EUFORGEN" "BUL/MF/01" 273004
"6256" "Picea" "nearestPicea_abies_EUFORGEN" "BUL/MF/10" 232562
"6257" "Picea" "nearestPicea_abies_EUFORGEN" "BUL/MF/09" 227784
"6258" "Picea" "nearestPicea_abies_EUFORGEN" "BUL/MF/08" 234725
"6259" "Picea" "nearestPicea_abies_EUFORGEN" "BUL/MF/07" 234182
"6260" "Picea" "nearestPicea_abies_EUFORGEN" "TR/NKK/SF3" 183892
"6261" "Picea" "nearestPicea_abies_EUFORGEN" "TR/NKK/SF2" 183951
"6262" "Picea" "nearestPicea_abies_EUFORGEN" "TR/NKK/SF1" 183893
"6263" "Picea" "nearestPicea_abies_EUFORGEN" "TR/NKK/MF3" 188831
"6264" "Picea" "nearestPicea_abies_EUFORGEN" "TR/NKK/MF2" 188802
"6265" "Picea" "nearestPicea_abies_EUFORGEN" "TR/NKK/MF1" 185438
"6266" "Picea" "nearestPicea_abies_EUFORGEN" "TR/NKK/BF6" 339296
"6267" "Picea" "nearestPicea_abies_EUFORGEN" "TR/NKK/BF5" 339324
"6268" "Picea" "nearestPicea_abies_EUFORGEN" "TR/NKK/BF4" 339331
"6269" "Picea" "nearestPicea_abies_EUFORGEN" "TR/NKK/BF3" 268329
"6270" "Picea" "nearestPicea_abies_EUFORGEN" "TR/NKK/BF2" 268279
"6271" "Picea" "nearestPicea_abies_EUFORGEN" "TR/NKK/BF1" 268244
"6272" "Picea" "nearestPicea_abies_EUFORGEN" "BUL/EB/BRL4" 0
"6273" "Picea" "nearestPicea_abies_EUFORGEN" "BUL/EB/BRL3" 0
"6274" "Picea" "nearestPicea_abies_EUFORGEN" "BUL/EB/BRL2" 0
"6275" "Picea" "nearestPicea_abies_EUFORGEN" "GEOR/EK/T10" 1356502
"6276" "Picea" "nearestPicea_abies_EUFORGEN" "GEOR/EK/T9" 1368135
"6277" "Picea" "nearestPicea_abies_EUFORGEN" "GEOR/EK/T8" 1368368
"6278" "Picea" "nearestPicea_abies_EUFORGEN" "GEOR/EK/T7" 1368728
"6279" "Picea" "nearestPicea_abies_EUFORGEN" "GEOR/EK/T6" 1369272
"6280" "Picea" "nearestPicea_abies_EUFORGEN" "GEOR/EK/T5" 1370375
"6281" "Picea" "nearestPicea_abies_EUFORGEN" "GEOR/EK/T4" 1370787
"6282" "Picea" "nearestPicea_abies_EUFORGEN" "GEOR/EK/T3" 1370055
"6283" "Picea" "nearestPicea_abies_EUFORGEN" "GEOR/EK/T2" 1370142
"6284" "Picea" "nearestPicea_abies_EUFORGEN" "GEOR/EK/T1" 1370629
"6285" "Picea" "nearestPicea_abies_EUFORGEN" "GRE/AMG/P7" 169178
"6286" "Picea" "nearestPicea_abies_EUFORGEN" "GRE/AMG/P6" 178282
"6287" "Picea" "nearestPicea_abies_EUFORGEN" "GRE/AMG/P5" 179126
"6288" "Picea" "nearestPicea_abies_EUFORGEN" "GRE/AMG/P4" 180576
"6289" "Picea" "nearestPicea_abies_EUFORGEN" "GRE/AMG/P3" 182187
"6290" "Picea" "nearestPicea_abies_EUFORGEN" "GRE/AMG/P2" 183680
"6291" "Picea" "nearestPicea_abies_EUFORGEN" "GRE/AMG/P1" 183902
"6292" "Picea" "nearestPicea_abies_EUFORGEN" "GRE/TIM4" 300447
"6293" "Picea" "nearestPicea_abies_EUFORGEN" "GRE/TIM3" 296298
"6294" "Picea" "nearestPicea_abies_EUFORGEN" "GRE/TIM2" 295484
"6295" "Picea" "nearestPicea_abies_EUFORGEN" "GRE/TIM5" 292984
"6296" "Picea" "nearestPicea_abies_EUFORGEN" "GRE/TIM1" 293978
"6297" "Picea" "nearestPicea_abies_EUFORGEN" "CYP/TRO4" 1014193
"6298" "Picea" "nearestPicea_abies_EUFORGEN" "CYP/TRO3" 1006998
"6299" "Picea" "nearestPicea_abies_EUFORGEN" "CYP/TRO2" 1009906
"6300" "Picea" "nearestPicea_abies_EUFORGEN" "CYP/TRO1" 1010471
"6301" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/Z80" 3888753
"6302" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/S3" 3844323
"6303" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/S2" 3844323
"6304" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/S1" 3844323
"6305" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/EP/L2" 5262171
"6306" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/EP/L1" 5251904
"6307" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/EP/L3" 5287156
"6308" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/B65" 2849991
"6309" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/U16" 2797863
"6310" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/Ke8" 2779622
"6311" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/F5" 2770566
"6312" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/M24" 2732932
"6313" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/N27" 2759189
"6314" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/J12" 2786224
"6315" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/Kil11" 2777809
"6316" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/SK2" 2816132
"6317" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/SK1" 2816132
"6318" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/R2" 2784176
"6319" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/R1" 2784176
"6320" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/PE2" 2783529
"6321" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/PE1" 2783529
"6322" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/J4" 2785110
"6323" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/J3" 2785110
"6324" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/PW4" 2783627
"6325" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/PW2" 2783627
"6326" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/PW1" 2783627
"6327" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/J2" 2784724
"6328" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/J1" 2784724
"6329" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/KDV/FH-V" 2789713
"6330" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/KDV/DBH-IV" 2790040
"6331" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/KDV/CH-III" 2790618
"6332" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/CHIIIB" 2790618
"6333" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/KDV/FH-VI" 2789925
"6334" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/KDV/BH-II" 2791497
"6335" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/KDV/AH-I" 2792113
"6336" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/KHVIIA" 2801265
"6337" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/KHVII" 2801265
"6338" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/ÄR3" 2890816
"6339" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/ÄR4" 2891006
"6340" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/ÄR1" 2890741
"6341" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/ÄR2" 2890987
"6342" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/FO2" 2856170
"6343" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/FO1" 2856099
"6344" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/TR2" 2874386
"6345" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/TR1" 2874416
"6346" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/BA2" 2880216
"6347" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/BA1" 2880216
"6348" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/HA2" 2856852
"6349" "Pinus" "nearestPinus_brutia_EUFORGEN" "N/CJ/HA1" 2856979
"6350" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/LB/STN" 2743350
"6351" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/LB/Bad" 2743350
"6352" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/LB/NJ" 2755134
"6353" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/LB/Tib" 2745286
"6354" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/T72" 2708879
"6355" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/T70" 2708879
"6356" "Pinus" "nearestPinus_brutia_EUFORGEN" "IS/MH/03" 3782155
"6357" "Pinus" "nearestPinus_brutia_EUFORGEN" "IS/MH/02" 3782072
"6358" "Pinus" "nearestPinus_brutia_EUFORGEN" "IS/MH/01" 3781999
"6359" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/P9" 2726633
"6360" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/F4" 2709422
"6361" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/N7" 2671600
"6362" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/S22" 2665038
"6363" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/F3" 2639272
"6364" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/KU46" 2638830
"6365" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/P23" 2624564
"6366" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/S21" 2562497
"6367" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/F2" 2525378
"6368" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/A60" 2588827
"6369" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/A61" 2588460
"6370" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/A62" 2587822
"6371" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/A63" 2587439
"6372" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/S57" 2622747
"6373" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/MH/2A" 2496203
"6374" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/MH/3A" 2596433
"6375" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/MH/4A" 2596981
"6376" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/MH/4B" 2596981
"6377" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/MH/5A" 2600070
"6378" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/MH/5B" 2600070
"6379" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/MH/6A" 2691189
"6380" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/MH/6B" 2691189
"6381" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/MH/7A" 2719054
"6382" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/MH/7B" 2719054
"6383" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/A5" 2449116
"6384" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/O25" 2391780
"6385" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/O4" 2391780
"6386" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/O3" 2391780
"6387" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/R20" 2379339
"6388" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/H28" 2306006
"6389" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/K33" 2303784
"6390" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/H17" 2303782
"6391" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/H18" 2302026
"6392" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/HKH45" 2301567
"6393" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/HKH46" 2301660
"6394" "Pinus" "nearestPinus_brutia_EUFORGEN" "FIN/SPH/H31" 2299346
"6395" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/MH/2B" 2496203
"6396" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/MH/1B" 2533823
"6397" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/MH/1A" 2533823
"6398" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/AT" 2448153
"6399" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/AS" 2448153
"6400" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/TT" 2356436
"6401" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/TS" 2356436
"6402" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/STT" 2352185
"6403" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/STS" 2352185
"6404" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/RT" 2332585
"6405" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/RS" 2332585
"6406" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/KTN2" 2209467
"6407" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/KT" 2209396
"6408" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/KS2" 2209396
"6409" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/KS1" 2209396
"6410" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/KTN1" 2209313
"6411" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/SVT" 2131344
"6412" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/SVS" 2131344
"6413" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/HT" 2169839
"6414" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/HS2" 2169839
"6415" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/HS1" 2169839
"6416" "Pinus" "nearestPinus_brutia_EUFORGEN" "S/TG/HTN" 2169721
"6417" "Pinus" "nearestPinus_brutia_EUFORGEN" "EST/TK/MIT" 1574362
"6418" "Pinus" "nearestPinus_brutia_EUFORGEN" "EST/TK/MIF" 1574362
"6419" "Pinus" "nearestPinus_brutia_EUFORGEN" "EST/TK/MIO" 1564360
"6420" "Pinus" "nearestPinus_brutia_EUFORGEN" "LV/LK/SE2" 1535417
"6421" "Pinus" "nearestPinus_brutia_EUFORGEN" "LV/LK/SE1" 1535359
"6422" "Pinus" "nearestPinus_brutia_EUFORGEN" "LV/LK/TEI1" 1404321
"6423" "Pinus" "nearestPinus_brutia_EUFORGEN" "LV/LK/RU1" 1563988
"6424" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/PL8" 1370464
"6425" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/PL7" 1370333
"6426" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/PL6" 1370327
"6427" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/PL5" 1370113
"6428" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/PL4" 1362362
"6429" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/PL3" 1362693
"6430" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/PL2" 1363149
"6431" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/PL1" 1363924
"6432" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/TR3" 1315248
"6433" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/TR2" 1315257
"6434" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/TR1" 1315246
"6435" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/CF4" 1272019
"6436" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/CF3" 1271150
"6437" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/CF2" 1270745
"6438" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/CF1" 1270588
"6439" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/ZV6" 1185639
"6440" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/ZV5" 1185986
"6441" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/ZV4" 1185937
"6442" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/ZV3" 1182855
"6443" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/ZV2" 1182787
"6444" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/ZV1" 1182735
"6445" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/Gd10" 1543067
"6446" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/Gd7" 1543083
"6447" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/Gd8" 1542732
"6448" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/Gd9" 1542782
"6449" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/SB4" 1550415
"6450" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/SB5" 1548164
"6451" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/SB6" 1547335
"6452" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/JC2" 1544087
"6453" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/JC1" 1543868
"6454" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/JC3" 1543490
"6455" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/AFC/L3" 1514672
"6456" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/AFC/W3" 1513961
"6457" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/AFC/W2" 1513961
"6458" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/AFC/W1" 1513961
"6459" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/AFC/L2" 1514871
"6460" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/AFC/L1" 1514871
"6461" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/AFC/LP3" 1402794
"6462" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/AFC/LP1" 1401823
"6463" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/AFC/LP2" 1402240
"6464" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/AN/W1" 1457715
"6465" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/AN/W3" 1457280
"6466" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/AN/W2" 1457281
"6467" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/BN/B1" 1412866
"6468" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/BN/B2" 1411484
"6469" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/BN/B3" 1409316
"6470" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/TU3" 1016031
"6471" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/TU2" 1016106
"6472" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/TU1" 1019403
"6473" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/KP4" 986909
"6474" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/KP3" 989459
"6475" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/KP2" 990468
"6476" "Pinus" "nearestPinus_brutia_EUFORGEN" "RUS/KP1" 992265
"6477" "Pinus" "nearestPinus_brutia_EUFORGEN" "UK/HP/CC10" 2485951
"6478" "Pinus" "nearestPinus_brutia_EUFORGEN" "UK/HP/CC9" 2485951
"6479" "Pinus" "nearestPinus_brutia_EUFORGEN" "UK/HP/CC8" 2485882
"6480" "Pinus" "nearestPinus_brutia_EUFORGEN" "UK/HP/CC7" 2485882
"6481" "Pinus" "nearestPinus_brutia_EUFORGEN" "UK/HP/CC6" 2486245
"6482" "Pinus" "nearestPinus_brutia_EUFORGEN" "UK/HP/CC5" 2486245
"6483" "Pinus" "nearestPinus_brutia_EUFORGEN" "UK/HP/CC4" 2486298
"6484" "Pinus" "nearestPinus_brutia_EUFORGEN" "UK/HP/CC3" 2486298
"6485" "Pinus" "nearestPinus_brutia_EUFORGEN" "UK/HP/CC2" 2487241
"6486" "Pinus" "nearestPinus_brutia_EUFORGEN" "UK/HP/CC1" 2487241
"6487" "Pinus" "nearestPinus_brutia_EUFORGEN" "UK/HT/HW5" 2318429
"6488" "Pinus" "nearestPinus_brutia_EUFORGEN" "UK/HT/HW4" 2318429
"6489" "Pinus" "nearestPinus_brutia_EUFORGEN" "UK/HT/HW3" 2318429
"6490" "Pinus" "nearestPinus_brutia_EUFORGEN" "UK/HT/HW2" 2318429
"6491" "Pinus" "nearestPinus_brutia_EUFORGEN" "UK/HT/HW1" 2318429
"6492" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/IP/G9" 1032664
"6493" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/IP/G8" 1033513
"6494" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/IP/G7" 1033025
"6495" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/IP/G6" 1033364
"6496" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/IP/G5" 1033964
"6497" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/IP/G4" 1034079
"6498" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/IP/G3" 1033842
"6499" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/IP/G2" 1034391
"6500" "Pinus" "nearestPinus_brutia_EUFORGEN" "PL/IP/G1" 1034141
"6501" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR16" 1253563
"6502" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR17" 1248387
"6503" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR19" 1243356
"6504" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR12" 1264804
"6505" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR15" 1252258
"6506" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR14" 1254070
"6507" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR18" 1247429
"6508" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR7" 1269102
"6509" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR9" 1265609
"6510" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR13" 1254441
"6511" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR6" 1265965
"6512" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR11" 1255331
"6513" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR10" 1255473
"6514" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR8" 1256799
"6515" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR4" 1264551
"6516" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR5" 1256020
"6517" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR3" 1255766
"6518" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR2" 1265368
"6519" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/KR1" 1255336
"6520" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/SA16" 1183190
"6521" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/SA10" 1184008
"6522" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/SA17" 1192132
"6523" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/SA14" 1233338
"6524" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/SA18" 1202650
"6525" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/SA15" 1211529
"6526" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/SA12" 1216321
"6527" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/SA11" 1218140
"6528" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/SA9" 1231684
"6529" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/SA8" 1205037
"6530" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/SA3" 1240939
"6531" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/SA5" 1215789
"6532" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/SA13" 1209229
"6533" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/SA2" 1179499
"6534" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/SA7" 1230546
"6535" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/SA4" 1242595
"6536" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/SA6" 1213137
"6537" "Pinus" "nearestPinus_brutia_EUFORGEN" "CZE/HSS/SA1" 1175872
"6538" "Pinus" "nearestPinus_brutia_EUFORGEN" "HUN/EM/SOM-1" 827176
"6539" "Pinus" "nearestPinus_brutia_EUFORGEN" "HUN/EM/KM-2" 826273
"6540" "Pinus" "nearestPinus_brutia_EUFORGEN" "HUN/EM/ET-4" 824190
"6541" "Pinus" "nearestPinus_brutia_EUFORGEN" "HUN/EM/HAL-9" 740980
