"taxon" "map" "trap" "dist"
"1275" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CZE/HSS/SA15" 1326679
"1276" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CZE/HSS/SA12" 1328887
"1277" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CZE/HSS/SA11" 1329858
"1278" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CZE/HSS/SA9" 1343809
"1279" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CZE/HSS/SA8" 1319133
"1280" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CZE/HSS/SA3" 1352161
"1281" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CZE/HSS/SA5" 1327146
"1282" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CZE/HSS/SA13" 1320713
"1283" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CZE/HSS/SA2" 1293343
"1284" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CZE/HSS/SA7" 1342216
"1285" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CZE/HSS/SA4" 1353339
"1286" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CZE/HSS/SA6" 1324244
"1287" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CZE/HSS/SA1" 1290551
"1288" "Abies" "nearestAbies_cephalonica_EUFORGEN" "HUN/EM/SOM-1" 1074887
"1289" "Abies" "nearestAbies_cephalonica_EUFORGEN" "HUN/EM/KM-2" 1073988
"1290" "Abies" "nearestAbies_cephalonica_EUFORGEN" "HUN/EM/ET-4" 1070177
"1291" "Abies" "nearestAbies_cephalonica_EUFORGEN" "HUN/EM/HAL-9" 1036609
"1292" "Abies" "nearestAbies_cephalonica_EUFORGEN" "HUN/EM/CSIK-11" 1027354
"1293" "Abies" "nearestAbies_cephalonica_EUFORGEN" "HUN/EM/ORR-12" 1025502
"1294" "Abies" "nearestAbies_cephalonica_EUFORGEN" "HUN/EM/APV-14" 1025896
"1295" "Abies" "nearestAbies_cephalonica_EUFORGEN" "HUN/EM/CSOR-15" 1025380
"1296" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/Z5" 1362278
"1297" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/Z4" 1362687
"1298" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/Z3" 1363460
"1299" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/Z2" 1363378
"1300" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/Z1" 1364106
"1301" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/S5" 1364562
"1302" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/S4" 1362869
"1303" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/S3" 1363045
"1304" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/S2" 1363309
"1305" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/S1c" 1363754
"1306" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/S1b" 1363810
"1307" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/S1a" 1363898
"1308" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/R6" 1372800
"1309" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/R5" 1372862
"1310" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/R4" 1372884
"1311" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/R3" 1373125
"1312" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/R2" 1372999
"1313" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/F2" 1371321
"1314" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/F1" 1371321
"1315" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/SAG" 1395843
"1316" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/R5-b" 1372862
"1317" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/R5-a" 1372862
"1318" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/M5" 1496534
"1319" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/M4" 1496273
"1320" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/M3" 1495958
"1321" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/M2" 1495975
"1322" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/M1" 1495792
"1323" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/HIN" 1393113
"1324" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/HAG" 1391981
"1325" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/G15" 1392594
"1326" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/G14" 1392089
"1327" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/G13b" 1392053
"1328" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/G13" 1392053
"1329" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/G12B" 1391903
"1330" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/G12A" 1391903
"1331" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/G12" 1392145
"1332" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/G10" 1392148
"1333" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/G08-b" 1392157
"1334" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/G08-a" 1392157
"1335" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/G08" 1392157
"1336" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/G07-b" 1392352
"1337" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/G07-a" 1392352
"1338" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/G07" 1392352
"1339" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/G06b" 1392236
"1340" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/G06" 1392236
"1341" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/G01" 1392413
"1342" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/A5" 1373244
"1343" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/A4" 1372951
"1344" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/A3" 1373057
"1345" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/A2" 1373364
"1346" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/A1" 1373446
"1347" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CH/WVDK/A0" 1373411
"1348" "Abies" "nearestAbies_cephalonica_EUFORGEN" "BUL/MF/16" 772427
"1349" "Abies" "nearestAbies_cephalonica_EUFORGEN" "BUL/MF/12" 729498
"1350" "Abies" "nearestAbies_cephalonica_EUFORGEN" "BUL/MF/11" 728526
"1351" "Abies" "nearestAbies_cephalonica_EUFORGEN" "BUL/MF/05" 706032
"1352" "Abies" "nearestAbies_cephalonica_EUFORGEN" "BUL/MF/04" 854970
"1353" "Abies" "nearestAbies_cephalonica_EUFORGEN" "BUL/MF/03" 860752
"1354" "Abies" "nearestAbies_cephalonica_EUFORGEN" "BUL/MF/02" 834351
"1355" "Abies" "nearestAbies_cephalonica_EUFORGEN" "BUL/MF/01" 833427
"1356" "Abies" "nearestAbies_cephalonica_EUFORGEN" "BUL/MF/10" 690654
"1357" "Abies" "nearestAbies_cephalonica_EUFORGEN" "BUL/MF/09" 689129
"1358" "Abies" "nearestAbies_cephalonica_EUFORGEN" "BUL/MF/08" 693232
"1359" "Abies" "nearestAbies_cephalonica_EUFORGEN" "BUL/MF/07" 693964
"1360" "Abies" "nearestAbies_cephalonica_EUFORGEN" "TR/NKK/SF3" 576233
"1361" "Abies" "nearestAbies_cephalonica_EUFORGEN" "TR/NKK/SF2" 576338
"1362" "Abies" "nearestAbies_cephalonica_EUFORGEN" "TR/NKK/SF1" 576245
"1363" "Abies" "nearestAbies_cephalonica_EUFORGEN" "TR/NKK/MF3" 565803
"1364" "Abies" "nearestAbies_cephalonica_EUFORGEN" "TR/NKK/MF2" 565766
"1365" "Abies" "nearestAbies_cephalonica_EUFORGEN" "TR/NKK/MF1" 565102
"1366" "Abies" "nearestAbies_cephalonica_EUFORGEN" "TR/NKK/BF6" 685988
"1367" "Abies" "nearestAbies_cephalonica_EUFORGEN" "TR/NKK/BF5" 686023
"1368" "Abies" "nearestAbies_cephalonica_EUFORGEN" "TR/NKK/BF4" 686098
"1369" "Abies" "nearestAbies_cephalonica_EUFORGEN" "TR/NKK/BF3" 629060
"1370" "Abies" "nearestAbies_cephalonica_EUFORGEN" "TR/NKK/BF2" 629072
"1371" "Abies" "nearestAbies_cephalonica_EUFORGEN" "TR/NKK/BF1" 629099
"1372" "Abies" "nearestAbies_cephalonica_EUFORGEN" "BUL/EB/BRL4" 498491
"1373" "Abies" "nearestAbies_cephalonica_EUFORGEN" "BUL/EB/BRL3" 498491
"1374" "Abies" "nearestAbies_cephalonica_EUFORGEN" "BUL/EB/BRL2" 498491
"1375" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GEOR/EK/T10" 2085393
"1376" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GEOR/EK/T9" 2083521
"1377" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GEOR/EK/T8" 2082727
"1378" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GEOR/EK/T7" 2080991
"1379" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GEOR/EK/T6" 2080504
"1380" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GEOR/EK/T5" 2079691
"1381" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GEOR/EK/T4" 2078156
"1382" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GEOR/EK/T3" 2077648
"1383" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GEOR/EK/T2" 2075599
"1384" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GEOR/EK/T1" 2074495
"1385" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GRE/AMG/P7" 277323
"1386" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GRE/AMG/P6" 267188
"1387" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GRE/AMG/P5" 264715
"1388" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GRE/AMG/P4" 264242
"1389" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GRE/AMG/P3" 262803
"1390" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GRE/AMG/P2" 260958
"1391" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GRE/AMG/P1" 260814
"1392" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GRE/TIM4" 132908
"1393" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GRE/TIM3" 130324
"1394" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GRE/TIM2" 130920
"1395" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GRE/TIM5" 124467
"1396" "Abies" "nearestAbies_cephalonica_EUFORGEN" "GRE/TIM1" 131438
"1397" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CYP/TRO4" 928903
"1398" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CYP/TRO3" 925359
"1399" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CYP/TRO2" 926343
"1400" "Abies" "nearestAbies_cephalonica_EUFORGEN" "CYP/TRO1" 926624
"1401" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/Z80" 4699513
"1402" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/S3" 4654980
"1403" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/S2" 4654980
"1404" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/S1" 4654980
"1405" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/EP/L2" 6068867
"1406" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/EP/L1" 6057261
"1407" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/EP/L3" 6091529
"1408" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/B65" 3688231
"1409" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/U16" 3625635
"1410" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/Ke8" 3606030
"1411" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/F5" 3597164
"1412" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/M24" 3524655
"1413" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/N27" 3566661
"1414" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/J12" 3575933
"1415" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/Kil11" 3567283
"1416" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/SK2" 3604725
"1417" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/SK1" 3604725
"1418" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/R2" 3565311
"1419" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/R1" 3565311
"1420" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/PE2" 3564601
"1421" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/PE1" 3564601
"1422" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/J4" 3566265
"1423" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/J3" 3566265
"1424" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/PW4" 3564665
"1425" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/PW2" 3564665
"1426" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/PW1" 3564665
"1427" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/J2" 3565784
"1428" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/J1" 3565784
"1429" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/KDV/FH-V" 3568458
"1430" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/KDV/DBH-IV" 3568787
"1431" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/KDV/CH-III" 3569282
"1432" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/CHIIIB" 3569282
"1433" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/KDV/FH-VI" 3568543
"1434" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/KDV/BH-II" 3569978
"1435" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/KDV/AH-I" 3570331
"1436" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/KHVIIA" 3578715
"1437" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/KHVII" 3578715
"1438" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/ÄR3" 3653563
"1439" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/ÄR4" 3653748
"1440" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/ÄR1" 3653460
"1441" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/ÄR2" 3653685
"1442" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/FO2" 3612804
"1443" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/FO1" 3612704
"1444" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/TR2" 3632015
"1445" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/TR1" 3632036
"1446" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/BA2" 3637918
"1447" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/BA1" 3637918
"1448" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/HA2" 3604946
"1449" "Abies" "nearestAbies_cilicica_EUFORGEN" "N/CJ/HA1" 3605039
"1450" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/LB/STN" 3515370
"1451" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/LB/Bad" 3515370
"1452" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/LB/NJ" 3527253
"1453" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/LB/Tib" 3516666
"1454" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/T72" 3476737
"1455" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/T70" 3476737
"1456" "Abies" "nearestAbies_cilicica_EUFORGEN" "IS/MH/03" 4422773
"1457" "Abies" "nearestAbies_cilicica_EUFORGEN" "IS/MH/02" 4422703
"1458" "Abies" "nearestAbies_cilicica_EUFORGEN" "IS/MH/01" 4422667
"1459" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/P9" 3552898
"1460" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/F4" 3535555
"1461" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/N7" 3503227
"1462" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/S22" 3491353
"1463" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/F3" 3465349
"1464" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/KU46" 3458931
"1465" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/P23" 3428460
"1466" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/S21" 3381904
"1467" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/F2" 3343107
"1468" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/A60" 3393572
"1469" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/A61" 3393199
"1470" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/A62" 3392545
"1471" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/A63" 3392163
"1472" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/S57" 3426749
"1473" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/MH/2A" 3279677
"1474" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/MH/3A" 3388445
"1475" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/MH/4A" 3388766
"1476" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/MH/4B" 3388766
"1477" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/MH/5A" 3393774
"1478" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/MH/5B" 3393774
"1479" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/MH/6A" 3480382
"1480" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/MH/6B" 3480382
"1481" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/MH/7A" 3506599
"1482" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/MH/7B" 3506599
"1483" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/A5" 3259747
"1484" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/O25" 3224294
"1485" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/O4" 3224294
"1486" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/O3" 3224294
"1487" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/R20" 3206911
"1488" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/H28" 3099211
"1489" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/K33" 3098006
"1490" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/H17" 3097975
"1491" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/H18" 3096140
"1492" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/HKH45" 3095576
"1493" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/HKH46" 3095638
"1494" "Abies" "nearestAbies_cilicica_EUFORGEN" "FIN/SPH/H31" 3093454
"1495" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/MH/2B" 3279677
"1496" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/MH/1B" 3296177
"1497" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/MH/1A" 3296177
"1498" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/AT" 3139788
"1499" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/AS" 3139788
"1500" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/TT" 3017031
"1501" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/TS" 3017031
"1502" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/STT" 3010664
"1503" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/STS" 3010664
"1504" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/RT" 2996031
"1505" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/RS" 2996031
"1506" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/KTN2" 2889914
"1507" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/KT" 2889789
"1508" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/KS2" 2889789
"1509" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/KS1" 2889789
"1510" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/KTN1" 2889702
"1511" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/SVT" 2799375
"1512" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/SVS" 2799375
"1513" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/HT" 2813199
"1514" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/HS2" 2813199
"1515" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/HS1" 2813199
"1516" "Abies" "nearestAbies_cilicica_EUFORGEN" "S/TG/HTN" 2813099
"1517" "Abies" "nearestAbies_cilicica_EUFORGEN" "EST/TK/MIT" 2335863
"1518" "Abies" "nearestAbies_cilicica_EUFORGEN" "EST/TK/MIF" 2335863
"1519" "Abies" "nearestAbies_cilicica_EUFORGEN" "EST/TK/MIO" 2324903
"1520" "Abies" "nearestAbies_cilicica_EUFORGEN" "LV/LK/SE2" 2287200
"1521" "Abies" "nearestAbies_cilicica_EUFORGEN" "LV/LK/SE1" 2287040
"1522" "Abies" "nearestAbies_cilicica_EUFORGEN" "LV/LK/TEI1" 2155250
"1523" "Abies" "nearestAbies_cilicica_EUFORGEN" "LV/LK/RU1" 2209488
"1524" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/PL8" 2189762
"1525" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/PL7" 2189817
"1526" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/PL6" 2189923
"1527" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/PL5" 2189606
"1528" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/PL4" 2186022
"1529" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/PL3" 2186335
"1530" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/PL2" 2186845
"1531" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/PL1" 2187295
"1532" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/TR3" 2150100
"1533" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/TR2" 2150109
"1534" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/TR1" 2150103
"1535" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/CF4" 2110302
"1536" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/CF3" 2109434
"1537" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/CF2" 2109029
"1538" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/CF1" 2108872
"1539" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/ZV6" 2015519
"1540" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/ZV5" 2015860
"1541" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/ZV4" 2015813
"1542" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/ZV3" 2012790
"1543" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/ZV2" 2012726
"1544" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/ZV1" 2012667
"1545" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/Gd10" 2110170
"1546" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/Gd7" 2110170
"1547" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/Gd8" 2109648
"1548" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/Gd9" 2109650
"1549" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/SB4" 2120201
"1550" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/SB5" 2118017
"1551" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/SB6" 2116999
"1552" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/JC2" 2119312
"1553" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/JC1" 2119017
"1554" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/JC3" 2118547
"1555" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/AFC/L3" 2095985
"1556" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/AFC/W3" 2094950
"1557" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/AFC/W2" 2094950
"1558" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/AFC/W1" 2094950
"1559" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/AFC/L2" 2096349
"1560" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/AFC/L1" 2096349
"1561" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/AFC/LP3" 1979756
"1562" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/AFC/LP1" 1979097
"1563" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/AFC/LP2" 1979525
"1564" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/AN/W1" 2036094
"1565" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/AN/W3" 2035436
"1566" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/AN/W2" 2035454
"1567" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/BN/B1" 1973460
"1568" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/BN/B2" 1972629
"1569" "Abies" "nearestAbies_cilicica_EUFORGEN" "PL/BN/B3" 1969855
"1570" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/TU3" 1838344
"1571" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/TU2" 1838435
"1572" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/TU1" 1840811
"1573" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/KP4" 1798687
"1574" "Abies" "nearestAbies_cilicica_EUFORGEN" "RUS/KP3" 1801343
